Тип,mse,rmse,mae,r2,max_error,mape,mse_per_sample_std,mae_per_sample_std,mean_sample_correlation,global_correlation,correlation_std
Восстановление,0.5582003232448876,0.7471280500991029,0.5531267870813359,0.441799676755113,3.913590645973836,174.19922456088807,0.41706159921825703,0.26564866672898746,,,
Корреляция,,,,,,,,,0.5343467839916841,0.6646830512299222,0.4019444338910516
